pBug,epsilon,failed,passed,runtime
0.0039,0.05,0,26,112.29
0.0039,0.05,0,26,112.42
0.0039,0.05,0,26,112.84
0.0039,0.05,0,26,114.12
0.0039,0.05,0,26,110.72
0.0039,0.05,0,26,113.52
0.0039,0.05,0,26,113.95
0.0039,0.05,0,26,112.21
0.0039,0.05,0,26,111.72
0.0039,0.05,0,26,112.25
0.0039,0.05,0,26,112.84
0.0039,0.05,0,26,114.51
0.0039,0.05,0,26,113.59
0.0039,0.05,0,26,112.30
0.0039,0.05,0,26,113.28
0.0039,0.05,0,26,113.96
0.0039,0.05,0,26,112.24
0.0039,0.05,0,26,114.10
0.0039,0.05,0,26,111.82
0.0039,0.05,0,26,115.24
0.0039,0.05,0,26,111.47
0.0039,0.05,0,26,113.17
0.0039,0.05,0,26,112.00
0.0039,0.05,0,26,112.05
0.0039,0.05,0,26,112.40
0.0039,0.05,0,26,111.68
0.0039,0.05,0,26,113.76
0.0039,0.05,0,26,112.92
0.0039,0.05,0,26,112.36
0.0039,0.05,0,26,112.29
0.0039,0.05,0,26,112.61
0.0039,0.05,0,26,112.19
0.0039,0.05,0,26,112.57
0.0039,0.05,0,26,114.08
0.0039,0.05,0,26,111.81
0.0039,0.05,0,26,112.74
0.0039,0.05,0,26,114.00
0.0039,0.05,0,26,113.04
0.0039,0.05,0,26,112.08
0.0039,0.05,0,26,113.35
0.0039,0.05,0,26,115.18
0.0039,0.05,0,26,112.22
0.0039,0.05,0,26,112.52
0.0039,0.05,0,26,112.09
0.0039,0.05,0,26,114.04
0.0039,0.05,0,26,111.27
0.0039,0.05,0,26,112.42
0.0039,0.05,0,26,112.46
0.0039,0.05,0,26,112.06
0.0039,0.05,0,26,112.36
0.0039,0.05,0,26,111.97
0.0039,0.05,0,26,112.51
0.0039,0.05,0,26,111.33
0.0039,0.05,0,26,111.73
0.0039,0.05,0,26,112.35
0.0039,0.05,0,26,112.46
0.0039,0.05,0,26,111.41
0.0039,0.05,0,26,112.59
0.0039,0.05,0,26,111.80
0.0039,0.05,0,26,112.23
0.0039,0.05,0,26,112.39
0.0039,0.05,0,26,112.71
0.0039,0.05,0,26,111.06
0.0039,0.05,0,26,111.52
0.0039,0.05,0,26,112.71
0.0039,0.05,0,26,112.04
0.0039,0.05,0,26,111.51
0.0039,0.05,0,26,113.01
0.0039,0.05,0,26,111.63
0.0039,0.05,0,26,111.56
0.0039,0.05,0,26,112.94
0.0039,0.05,0,26,113.65
0.0039,0.05,0,26,112.37
0.0039,0.05,0,26,110.23
0.0039,0.05,0,26,112.86
0.0039,0.05,0,26,112.69
0.0039,0.05,0,26,111.93
0.0039,0.05,0,26,111.58
0.0039,0.05,0,26,112.90
