pBug,epsilon,failed,passed,runtime
0.0156,0.05,0,20,10.75
0.0156,0.05,0,25,10.74
0.0156,0.05,0,26,12.75
0.0156,0.05,0,26,13.08
0.0156,0.05,0,26,13.89
0.0156,0.05,0,26,15.19
0.0156,0.05,0,26,12.40
0.0156,0.05,0,26,13.47
0.0156,0.05,0,26,12.41
0.0156,0.05,0,26,17.55
0.0156,0.05,0,26,12.12
0.0156,0.05,0,26,14.97
0.0156,0.05,0,26,15.86
0.0156,0.05,0,26,12.34
0.0156,0.05,0,26,13.48
0.0156,0.05,0,26,12.87
0.0156,0.05,0,26,14.69
0.0156,0.05,0,26,16.30
0.0156,0.05,0,26,16.52
0.0156,0.05,0,26,17.11
0.0156,0.05,0,26,18.72
0.0156,0.05,0,26,17.48
0.0156,0.05,0,26,19.31
0.0156,0.05,0,26,17.45
0.0156,0.05,0,26,16.90
0.0156,0.05,0,26,16.72
0.0156,0.05,0,26,19.07
0.0156,0.05,0,26,16.22
0.0156,0.05,0,26,16.16
0.0156,0.05,0,26,21.92
0.0156,0.05,0,26,16.15
0.0156,0.05,0,26,17.27
0.0156,0.05,0,26,20.28
0.0156,0.05,0,26,16.48
0.0156,0.05,0,26,13.72
0.0156,0.05,0,26,13.70
0.0156,0.05,0,26,19.69
0.0156,0.05,0,26,16.04
0.0156,0.05,0,26,17.90
0.0156,0.05,0,26,16.48
0.0156,0.05,0,26,15.36
0.0156,0.05,0,26,16.16
0.0156,0.05,0,26,23.78
0.0156,0.05,0,26,18.76
0.0156,0.05,0,26,15.31
0.0156,0.05,0,26,21.55
0.0156,0.05,0,26,15.60
0.0156,0.05,0,26,18.70
0.0156,0.05,0,26,14.92
0.0156,0.05,0,26,15.08
0.0156,0.05,0,26,23.78
0.0156,0.05,0,26,20.06
0.0156,0.05,0,26,18.89
0.0156,0.05,0,26,17.18
0.0156,0.05,0,26,13.21
0.0156,0.05,0,26,16.66
0.0156,0.05,0,26,15.56
0.0156,0.05,0,26,15.33
0.0156,0.05,0,26,17.99
0.0156,0.05,0,26,18.57
0.0156,0.05,0,26,20.11
0.0156,0.05,0,26,21.84
0.0156,0.05,0,26,17.63
0.0156,0.05,0,26,17.35
0.0156,0.05,0,26,17.04
0.0156,0.05,0,26,18.61
0.0156,0.05,0,26,18.48
0.0156,0.05,0,26,24.04
0.0156,0.05,0,26,15.68
0.0156,0.05,0,26,19.79
0.0156,0.05,0,26,16.91
0.0156,0.05,0,26,21.18
0.0156,0.05,0,26,17.95
0.0156,0.05,0,26,18.62
0.0156,0.05,0,26,16.45
0.0156,0.05,0,26,19.84
0.0156,0.05,0,26,16.79
0.0156,0.05,0,26,15.12
0.0156,0.05,0,26,21.66
0.0156,0.05,0,26,15.35
0.0156,0.05,0,26,15.34
0.0156,0.05,0,26,18.10
0.0156,0.05,0,26,21.45
0.0156,0.05,0,26,14.66
0.0156,0.05,0,26,17.62
0.0156,0.05,0,26,17.20
0.0156,0.05,0,26,16.50
0.0156,0.05,0,26,18.75
0.0156,0.05,0,26,24.88
0.0156,0.05,0,26,18.90
0.0156,0.05,0,26,18.15
0.0156,0.05,0,26,17.61
0.0156,0.05,0,26,18.44
0.0156,0.05,0,26,20.10
0.0156,0.05,0,26,18.65
0.0156,0.05,0,26,22.08
0.0156,0.05,0,26,14.61
0.0156,0.05,0,26,17.81
0.0156,0.05,0,26,15.87
0.0156,0.05,0,26,22.31
0.0156,0.05,0,26,14.84
0.0156,0.05,0,26,17.51
0.0156,0.05,0,26,16.72
0.0156,0.05,0,26,16.71
0.0156,0.05,0,26,19.57
0.0156,0.05,0,26,15.72
0.0156,0.05,0,26,19.55
0.0156,0.05,0,26,14.15
0.0156,0.05,0,26,15.87
0.0156,0.05,0,26,21.34
0.0156,0.05,0,26,15.87
0.0156,0.05,0,26,14.18
0.0156,0.05,0,26,20.51
0.0156,0.05,0,26,18.14
0.0156,0.05,0,26,16.47
0.0156,0.05,0,26,22.81
0.0156,0.05,0,26,22.44
0.0156,0.05,0,26,20.06
0.0156,0.05,0,26,19.32
0.0156,0.05,0,26,22.25
0.0156,0.05,0,26,14.38
0.0156,0.05,0,26,18.75
0.0156,0.05,0,26,18.36
0.0156,0.05,0,26,15.93
0.0156,0.05,0,26,14.83
0.0156,0.05,0,26,17.95
0.0156,0.05,0,26,22.47
0.0156,0.05,0,26,14.19
0.0156,0.05,0,26,15.20
0.0156,0.05,0,26,20.47
0.0156,0.05,0,26,15.75
0.0156,0.05,0,26,15.40
0.0156,0.05,0,26,19.88
0.0156,0.05,0,26,17.87
0.0156,0.05,0,26,17.07
0.0156,0.05,0,26,24.67
0.0156,0.05,0,26,18.66
0.0156,0.05,0,26,17.64
0.0156,0.05,0,26,16.16
0.0156,0.05,0,26,16.78
0.0156,0.05,0,26,23.49
0.0156,0.05,0,26,17.11
0.0156,0.05,0,26,17.53
0.0156,0.05,0,26,18.99
0.0156,0.05,0,26,17.27
0.0156,0.05,0,26,14.39
0.0156,0.05,0,26,18.84
0.0156,0.05,0,26,19.81
0.0156,0.05,0,26,19.67
0.0156,0.05,0,26,19.25
0.0156,0.05,0,26,16.90
0.0156,0.05,0,26,16.84
0.0156,0.05,0,26,19.36
0.0156,0.05,0,26,17.51
0.0156,0.05,0,26,16.30
0.0156,0.05,0,26,22.70
0.0156,0.05,0,26,14.69
0.0156,0.05,0,26,16.67
0.0156,0.05,0,26,17.28
0.0156,0.05,0,26,22.63
0.0156,0.05,0,26,16.73
0.0156,0.05,0,26,19.57
0.0156,0.05,0,26,18.68
0.0156,0.05,0,26,17.85
0.0156,0.05,0,26,23.50
0.0156,0.05,0,26,14.66
0.0156,0.05,0,26,16.05
0.0156,0.05,0,26,19.39
0.0156,0.05,0,26,21.95
0.0156,0.05,0,26,18.91
0.0156,0.05,0,26,19.59
0.0156,0.05,0,26,22.30
0.0156,0.05,0,26,17.76
0.0156,0.05,0,26,24.35
0.0156,0.05,0,26,19.13
0.0156,0.05,0,26,19.71
0.0156,0.05,0,26,18.80
0.0156,0.05,0,26,20.12
0.0156,0.05,0,26,21.64
0.0156,0.05,0,26,21.00
0.0156,0.05,0,26,19.69
0.0156,0.05,0,26,18.16
0.0156,0.05,0,26,24.42
0.0156,0.05,0,26,18.77
0.0156,0.05,0,26,15.87
0.0156,0.05,0,26,16.68
0.0156,0.05,0,26,17.67
0.0156,0.05,0,26,18.33
0.0156,0.05,0,26,17.81
0.0156,0.05,0,26,24.49
0.0156,0.05,0,26,17.36
0.0156,0.05,0,26,16.95
0.0156,0.05,0,26,17.44
0.0156,0.05,0,26,16.23
0.0156,0.05,0,26,23.60
0.0156,0.05,0,26,17.25
0.0156,0.05,0,26,18.88
0.0156,0.05,0,26,20.87
0.0156,0.05,0,26,18.76
0.0156,0.05,0,26,15.60
0.0156,0.05,0,26,19.14
0.0156,0.05,0,26,14.46
0.0156,0.05,0,26,15.92
0.0156,0.05,0,26,22.81
0.0156,0.05,0,26,19.45
0.0156,0.05,0,26,15.37
0.0156,0.05,0,26,18.46
0.0156,0.05,0,26,17.22
0.0156,0.05,0,26,14.78
0.0156,0.05,0,26,18.49
0.0156,0.05,0,26,19.85
0.0156,0.05,0,26,15.77
0.0156,0.05,0,26,16.90
0.0156,0.05,0,26,18.92
0.0156,0.05,0,26,15.71
0.0156,0.05,0,26,20.48
0.0156,0.05,0,26,21.46
0.0156,0.05,0,26,15.10
0.0156,0.05,0,26,16.66
0.0156,0.05,0,26,16.91
0.0156,0.05,0,26,15.22
0.0156,0.05,0,26,18.75
0.0156,0.05,0,26,16.01
0.0156,0.05,0,26,21.46
0.0156,0.05,0,26,18.84
0.0156,0.05,0,26,17.33
0.0156,0.05,0,26,15.89
0.0156,0.05,0,26,24.70
0.0156,0.05,0,26,17.91
0.0156,0.05,0,26,19.40
0.0156,0.05,0,26,16.58
0.0156,0.05,0,26,20.93
0.0156,0.05,0,26,15.67
0.0156,0.05,0,26,15.80
0.0156,0.05,0,26,21.65
0.0156,0.05,0,26,16.72
0.0156,0.05,0,26,18.30
0.0156,0.05,0,26,25.02
0.0156,0.05,0,26,19.39
0.0156,0.05,0,26,17.76
0.0156,0.05,0,26,19.77
0.0156,0.05,0,26,15.95
0.0156,0.05,0,26,22.15
0.0156,0.05,0,26,16.40
0.0156,0.05,0,26,15.55
0.0156,0.05,0,26,22.93
0.0156,0.05,0,26,17.42
0.0156,0.05,0,26,19.32
0.0156,0.05,0,26,18.04
0.0156,0.05,0,26,18.36
0.0156,0.05,0,26,22.15
0.0156,0.05,0,26,24.86
0.0156,0.05,0,26,20.05
0.0156,0.05,0,26,17.59
0.0156,0.05,0,26,20.00
0.0156,0.05,0,26,15.14
0.0156,0.05,0,26,16.31
0.0156,0.05,0,26,22.82
0.0156,0.05,0,26,17.88
0.0156,0.05,0,26,19.06
0.0156,0.05,0,26,18.67
0.0156,0.05,0,26,16.05
0.0156,0.05,0,26,23.35
0.0156,0.05,0,26,18.62
0.0156,0.05,0,26,15.58
0.0156,0.05,0,26,17.51
0.0156,0.05,0,26,22.65
0.0156,0.05,0,26,14.53
0.0156,0.05,0,26,16.10
0.0156,0.05,0,26,21.59
0.0156,0.05,0,26,19.71
0.0156,0.05,0,26,17.87
0.0156,0.05,0,26,16.33
0.0156,0.05,0,26,18.93
0.0156,0.05,0,26,15.89
0.0156,0.05,0,26,19.34
0.0156,0.05,0,26,24.27
0.0156,0.05,0,26,16.43
0.0156,0.05,0,26,16.76
0.0156,0.05,0,26,20.17
0.0156,0.05,0,26,19.24
0.0156,0.05,0,26,15.88
0.0156,0.05,0,26,19.04
0.0156,0.05,0,26,16.42
0.0156,0.05,0,26,15.04
0.0156,0.05,0,26,23.59
0.0156,0.05,0,26,17.37
0.0156,0.05,0,26,16.91
0.0156,0.05,0,26,16.41
0.0156,0.05,0,26,15.96
0.0156,0.05,0,26,23.75
0.0156,0.05,0,26,16.64
0.0156,0.05,0,26,18.94
0.0156,0.05,0,26,16.65
0.0156,0.05,0,26,21.16
0.0156,0.05,0,26,19.19
0.0156,0.05,0,26,14.26
0.0156,0.05,0,26,17.57
0.0156,0.05,0,26,17.76
0.0156,0.05,0,26,16.29
0.0156,0.05,0,26,17.96
0.0156,0.05,0,26,24.06
0.0156,0.05,0,26,19.16
0.0156,0.05,0,26,15.51
0.0156,0.05,0,26,21.68
0.0156,0.05,0,26,22.15
0.0156,0.05,0,26,18.52
0.0156,0.05,0,26,17.34
0.0156,0.05,0,26,15.92
0.0156,0.05,0,26,15.14
0.0156,0.05,0,26,23.08
0.0156,0.05,0,26,19.41
0.0156,0.05,0,26,18.33
0.0156,0.05,0,26,17.14
0.0156,0.05,0,26,18.40
0.0156,0.05,0,26,16.79
0.0156,0.05,0,26,24.67
0.0156,0.05,0,26,16.14
0.0156,0.05,0,26,17.33
0.0156,0.05,0,26,19.92
0.0156,0.05,0,26,20.67
0.0156,0.05,0,26,16.43
0.0156,0.05,0,26,21.25
0.0156,0.05,0,26,16.48
0.0156,0.05,0,26,19.09
0.0156,0.05,0,26,15.85
0.0156,0.05,0,26,17.18
0.0156,0.05,0,26,17.79
0.0156,0.05,0,26,20.27
0.0156,0.05,0,26,25.08
0.0156,0.05,0,26,16.82
0.0156,0.05,0,26,18.57
0.0156,0.05,0,26,19.23
0.0156,0.05,0,26,17.55
0.0156,0.05,0,26,16.57
0.0156,0.05,0,26,16.49
0.0156,0.05,0,26,23.16
0.0156,0.05,0,26,16.36
0.0156,0.05,0,26,18.21
0.0156,0.05,0,26,16.99
0.0156,0.05,0,26,15.41
0.0156,0.05,0,26,20.69
0.0156,0.05,0,26,16.47
0.0156,0.05,0,26,19.31
0.0156,0.05,0,26,17.01
0.0156,0.05,0,26,15.02
0.0156,0.05,0,26,16.26
0.0156,0.05,0,26,18.01
0.0156,0.05,0,26,17.95
0.0156,0.05,0,26,20.77
0.0156,0.05,0,26,17.49
0.0156,0.05,0,26,17.26
0.0156,0.05,0,26,18.66
0.0156,0.05,0,26,17.28
0.0156,0.05,0,26,15.69
0.0156,0.05,0,26,17.41
0.0156,0.05,0,26,18.14
0.0156,0.05,0,26,15.70
0.0156,0.05,0,26,15.04
0.0156,0.05,0,26,17.76
0.0156,0.05,0,26,18.42
0.0156,0.05,0,26,15.62
0.0156,0.05,0,26,22.13
0.0156,0.05,0,26,14.84
0.0156,0.05,0,26,17.69
0.0156,0.05,0,26,15.85
0.0156,0.05,0,26,21.45
0.0156,0.05,0,26,15.42
0.0156,0.05,0,26,17.09
0.0156,0.05,0,26,18.16
0.0156,0.05,0,26,16.14
0.0156,0.05,0,26,16.66
0.0156,0.05,0,26,14.31
0.0156,0.05,0,26,15.46
0.0156,0.05,0,26,18.04
0.0156,0.05,0,26,22.53
0.0156,0.05,0,26,18.34
0.0156,0.05,0,26,14.89
0.0156,0.05,0,26,14.31
0.0156,0.05,0,26,18.33
0.0156,0.05,0,26,15.99
