run_id,samples,n_episodes,Neg Q1,Neg Q2,ProbTest Q1 (holds),ProbTest Q2 (holds)
23,1000,20000,0.0,0.0805,1.0,0.0
23,1000,25000,0.0,0.0674,1.0,0.0
24,1000,10000,0.0268,0.0818,0.0,0.0
24,1000,15000,0.0067,0.0534,0.0,0.0
24,1000,20000,0.0,0.0715,1.0,0.0
24,1000,25000,0.0,0.0614,1.0,0.0
25,1000,10000,0.0702,0.0741,0.0,0.0
25,1000,15000,0.0167,0.0504,0.0,0.0
25,1000,20000,0.0,0.0808,1.0,0.0
25,1000,25000,0.0,0.0611,1.0,0.0
26,1000,10000,0.0502,0.0801,0.0,0.0
26,1000,15000,0.0,0.0548,1.0,0.0
26,1000,20000,0.0,0.0828,1.0,0.0
26,1000,25000,0.0,0.0738,1.0,0.0
27,1000,10000,0.0569,0.0888,0.0,0.0
27,1000,15000,0.0134,0.0531,0.0,0.0
27,1000,20000,0.0,0.0835,1.0,0.0
27,1000,25000,0.0,0.0608,1.0,0.0
28,1000,10000,0.0435,0.0865,0.0,0.0
28,1000,15000,0.01,0.0451,0.0,0.0
28,1000,20000,0.0,0.0801,1.0,0.0
28,1000,25000,0.0,0.0594,1.0,0.0
29,1000,10000,0.0669,0.0831,0.0,0.0
29,1000,15000,0.01,0.0497,0.0,0.0
29,1000,20000,0.0,0.0831,1.0,0.0
29,1000,25000,0.0,0.0735,1.0,0.0
30,1000,10000,0.0502,0.0902,0.0,0.0
30,1000,15000,0.0067,0.0511,0.0,0.0
30,1000,20000,0.0,0.0715,1.0,0.0
30,1000,25000,0.0,0.0528,1.0,0.0
31,1000,10000,0.0301,0.0795,0.0,0.0
31,1000,15000,0.0167,0.0508,0.0,0.0
31,1000,20000,0.0,0.0771,1.0,0.0
31,1000,25000,0.0,0.0578,1.0,0.0
32,1000,10000,0.0736,0.0701,0.0,0.0
32,1000,15000,0.0067,0.0457,0.0,0.0
32,1000,20000,0.0,0.0725,1.0,0.0
32,1000,25000,0.0,0.0604,1.0,0.0
33,1000,10000,0.0401,0.0755,0.0,0.0
33,1000,15000,0.0067,0.0504,0.0,0.0
33,1000,20000,0.0,0.0851,1.0,0.0
33,1000,25000,0.0,0.0584,1.0,0.0
34,1000,10000,0.0769,0.0838,0.0,0.0
34,1000,15000,0.0167,0.0584,0.0,0.0
34,1000,20000,0.0,0.0825,1.0,0.0
34,1000,25000,0.0,0.0548,1.0,0.0
35,1000,10000,0.0268,0.0751,0.0,0.0
35,1000,15000,0.0167,0.0451,0.0,0.0
35,1000,20000,0.0,0.0841,1.0,0.0
35,1000,25000,0.0,0.0531,1.0,0.0
36,1000,10000,0.0401,0.0795,0.0,0.0
36,1000,15000,0.0033,0.0561,0.0,0.0
36,1000,20000,0.0,0.0795,1.0,0.0
36,1000,25000,0.0,0.0661,1.0,0.0
37,1000,10000,0.0334,0.0801,0.0,0.0
37,1000,15000,0.0134,0.0511,0.0,0.0
37,1000,20000,0.0,0.0791,1.0,0.0
37,1000,25000,0.0,0.0621,1.0,0.0
38,1000,10000,0.0736,0.0841,0.0,0.0
38,1000,15000,0.0134,0.0481,0.0,0.0
38,1000,20000,0.0,0.0805,1.0,0.0
38,1000,25000,0.0,0.0514,1.0,0.0
39,1000,10000,0.0301,0.0798,0.0,0.0
39,1000,15000,0.0134,0.0497,0.0,0.0
39,1000,20000,0.0,0.0771,1.0,0.0
39,1000,25000,0.0,0.0621,1.0,0.0
40,1000,10000,0.0669,0.0868,0.0,0.0
40,1000,15000,0.0167,0.0504,0.0,0.0
40,1000,20000,0.0,0.0811,1.0,0.0
40,1000,25000,0.0,0.0588,1.0,0.0
41,1000,10000,0.0468,0.0801,0.0,0.0
41,1000,15000,0.01,0.0481,0.0,0.0
41,1000,20000,0.0,0.0821,1.0,0.0
41,1000,25000,0.0,0.0574,1.0,0.0
42,1000,10000,0.0635,0.0815,0.0,0.0
42,1000,15000,0.01,0.0541,0.0,0.0
42,1000,20000,0.0,0.0868,1.0,0.0
42,1000,25000,0.0,0.0541,1.0,0.0
43,1000,10000,0.0736,0.0865,0.0,0.0
43,1000,15000,0.01,0.0484,0.0,0.0
43,1000,20000,0.0,0.0831,1.0,0.0
43,1000,25000,0.0,0.0578,1.0,0.0
44,1000,10000,0.0468,0.0798,0.0,0.0
44,1000,15000,0.0033,0.0568,0.0,0.0
44,1000,20000,0.0,0.0868,1.0,0.0
44,1000,25000,0.0,0.0548,1.0,0.0
45,1000,10000,0.0602,0.0932,0.0,0.0
45,1000,15000,0.01,0.0594,0.0,0.0
45,1000,20000,0.0,0.0761,1.0,0.0
45,1000,25000,0.0,0.0631,1.0,0.0
46,1000,10000,0.0468,0.0825,0.0,0.0
46,1000,15000,0.0268,0.0524,0.0,0.0
46,1000,20000,0.0,0.0775,1.0,0.0
46,1000,25000,0.0,0.0614,1.0,0.0
47,1000,10000,0.0502,0.0881,0.0,0.0
47,1000,15000,0.0268,0.0524,0.0,0.0
47,1000,20000,0.0,0.0795,1.0,0.0
47,1000,25000,0.0,0.0581,1.0,0.0
48,1000,10000,0.0435,0.0755,0.0,0.0
48,1000,15000,0.0301,0.0467,0.0,0.0
48,1000,20000,0.0,0.0805,1.0,0.0
48,1000,25000,0.0,0.0578,1.0,0.0
49,1000,10000,0.0401,0.0781,0.0,0.0
49,1000,15000,0.01,0.0501,0.0,0.0
49,1000,20000,0.0,0.0855,1.0,0.0
49,1000,25000,0.0,0.0571,1.0,0.0
50,1000,10000,0.0535,0.0768,0.0,0.0
50,1000,15000,0.0033,0.0494,0.0,0.0
50,1000,20000,0.0,0.0768,1.0,0.0
50,1000,25000,0.0,0.0558,1.0,0.0
51,1000,10000,0.0736,0.0821,0.0,0.0
51,1000,15000,0.0167,0.0504,0.0,0.0
51,1000,20000,0.0,0.0775,1.0,0.0
51,1000,25000,0.0,0.0544,1.0,0.0
52,1000,10000,0.0669,0.0805,0.0,0.0
52,1000,15000,0.0201,0.0477,0.0,0.0
52,1000,20000,0.0,0.0808,1.0,0.0
52,1000,25000,0.0,0.0618,1.0,0.0
53,1000,10000,0.0435,0.0825,0.0,0.0
53,1000,15000,0.0167,0.0461,0.0,0.0
53,1000,20000,0.0,0.0671,1.0,0.0
53,1000,25000,0.0,0.0594,1.0,0.0
54,1000,10000,0.0368,0.0848,0.0,0.0
54,1000,15000,0.0067,0.0461,0.0,0.0
54,1000,20000,0.0,0.0915,1.0,0.0
54,1000,25000,0.0,0.0598,1.0,0.0
55,1000,10000,0.0502,0.0835,0.0,0.0
55,1000,15000,0.0067,0.0544,0.0,0.0
55,1000,20000,0.0,0.0815,1.0,0.0
55,1000,25000,0.0,0.0611,1.0,0.0
56,1000,10000,0.0669,0.0938,0.0,0.0
56,1000,15000,0.0167,0.0474,0.0,0.0
56,1000,20000,0.0,0.0855,1.0,0.0
56,1000,25000,0.0,0.0658,1.0,0.0
57,1000,10000,0.0602,0.0888,0.0,0.0
57,1000,15000,0.0067,0.0504,0.0,0.0
57,1000,20000,0.0,0.0958,1.0,0.0
57,1000,25000,0.0,0.0638,1.0,0.0
58,1000,10000,0.0635,0.0795,0.0,0.0
58,1000,15000,0.0134,0.0541,0.0,0.0
58,1000,20000,0.0,0.0868,1.0,0.0
58,1000,25000,0.0,0.0594,1.0,0.0
59,1000,10000,0.0535,0.0868,0.0,0.0
59,1000,15000,0.0167,0.0477,0.0,0.0
59,1000,20000,0.0,0.0808,1.0,0.0
59,1000,25000,0.0,0.0621,1.0,0.0
60,1000,10000,0.0702,0.0761,0.0,0.0
60,1000,15000,0.0201,0.0554,0.0,0.0
60,1000,20000,0.0,0.0835,1.0,0.0
60,1000,25000,0.0,0.0654,1.0,0.0
61,1000,10000,0.0736,0.0785,0.0,0.0
61,1000,15000,0.0268,0.0551,0.0,0.0
61,1000,20000,0.0,0.0815,1.0,0.0
61,1000,25000,0.0,0.0574,1.0,0.0
62,1000,10000,0.0468,0.0708,0.0,0.0
62,1000,15000,0.01,0.0554,0.0,0.0
62,1000,20000,0.0,0.0721,1.0,0.0
62,1000,25000,0.0,0.0508,1.0,0.0
63,1000,10000,0.0836,0.0818,0.0,0.0
63,1000,15000,0.01,0.0524,0.0,0.0
63,1000,20000,0.0,0.0798,1.0,0.0
63,1000,25000,0.0,0.0601,1.0,0.0
64,1000,10000,0.0401,0.0828,0.0,0.0
64,1000,15000,0.01,0.0477,0.0,0.0
64,1000,20000,0.0,0.0835,1.0,0.0
64,1000,25000,0.0,0.0688,1.0,0.0
65,1000,10000,0.087,0.0848,0.0,0.0
65,1000,15000,0.0134,0.0558,0.0,0.0
65,1000,20000,0.0,0.0788,1.0,0.0
65,1000,25000,0.0,0.0588,1.0,0.0
66,1000,10000,0.0569,0.0838,0.0,0.0
66,1000,15000,0.0134,0.0534,0.0,0.0
66,1000,20000,0.0,0.0811,1.0,0.0
66,1000,25000,0.0,0.0604,1.0,0.0
67,1000,10000,0.0468,0.0795,0.0,0.0
67,1000,15000,0.0167,0.0508,0.0,0.0
67,1000,20000,0.0,0.0835,1.0,0.0
67,1000,25000,0.0,0.0588,1.0,0.0
68,1000,10000,0.0468,0.0838,0.0,0.0
68,1000,15000,0.01,0.0531,0.0,0.0
68,1000,20000,0.0,0.0808,1.0,0.0
68,1000,25000,0.0,0.0581,1.0,0.0
69,1000,10000,0.0368,0.0841,0.0,0.0
69,1000,15000,0.01,0.0484,0.0,0.0
69,1000,20000,0.0,0.0785,1.0,0.0
69,1000,25000,0.0,0.0684,1.0,0.0
70,1000,10000,0.0903,0.0868,0.0,0.0
70,1000,15000,0.0134,0.0544,0.0,0.0
70,1000,20000,0.0,0.0805,1.0,0.0
70,1000,25000,0.0,0.0594,1.0,0.0
71,1000,10000,0.0635,0.0848,0.0,0.0
71,1000,15000,0.0167,0.0568,0.0,0.0
71,1000,20000,0.0,0.0875,1.0,0.0
71,1000,25000,0.0,0.0671,1.0,0.0
72,1000,10000,0.0435,0.0825,0.0,0.0
72,1000,15000,0.0033,0.0528,0.0,0.0
72,1000,20000,0.0,0.0771,1.0,0.0
72,1000,25000,0.0,0.0558,1.0,0.0
73,1000,10000,0.0602,0.0811,0.0,0.0
73,1000,15000,0.0201,0.0538,0.0,0.0
73,1000,20000,0.0,0.0825,1.0,0.0
73,1000,25000,0.0,0.0491,1.0,0.0
74,1000,10000,0.0669,0.0771,0.0,0.0
74,1000,15000,0.0067,0.0501,0.0,0.0
74,1000,20000,0.0,0.0748,1.0,0.0
74,1000,25000,0.0,0.0571,1.0,0.0
75,1000,10000,0.0301,0.0721,0.0,0.0
75,1000,15000,0.0234,0.0464,0.0,0.0
75,1000,20000,0.0,0.0798,1.0,0.0
75,1000,25000,0.0,0.0715,1.0,0.0
76,1000,10000,0.0569,0.0758,0.0,0.0
76,1000,15000,0.0134,0.0514,0.0,0.0
76,1000,20000,0.0,0.0721,1.0,0.0
76,1000,25000,0.0,0.0641,1.0,0.0
77,1000,10000,0.0602,0.0821,0.0,0.0
77,1000,15000,0.01,0.0601,0.0,0.0
77,1000,20000,0.0,0.0778,1.0,0.0
77,1000,25000,0.0,0.0618,1.0,0.0
78,1000,10000,0.0468,0.0781,0.0,0.0
78,1000,15000,0.0201,0.0531,0.0,0.0
78,1000,20000,0.0,0.0811,1.0,0.0
78,1000,25000,0.0,0.0551,1.0,0.0
79,1000,10000,0.0535,0.0785,0.0,0.0
79,1000,15000,0.0134,0.0504,0.0,0.0
79,1000,20000,0.0,0.0741,1.0,0.0
79,1000,25000,0.0,0.0601,1.0,0.0
80,1000,10000,0.0769,0.0878,0.0,0.0
80,1000,15000,0.0067,0.0581,0.0,0.0
80,1000,20000,0.0,0.0875,1.0,0.0
80,1000,25000,0.0,0.0581,1.0,0.0
81,1000,10000,0.0468,0.0861,0.0,0.0
81,1000,15000,0.0134,0.0501,0.0,0.0
81,1000,20000,0.0,0.0805,1.0,0.0
81,1000,25000,0.0,0.0651,1.0,0.0
82,1000,10000,0.0635,0.0891,0.0,0.0
82,1000,15000,0.01,0.0497,0.0,0.0
82,1000,20000,0.0,0.0868,1.0,0.0
82,1000,25000,0.0,0.0588,1.0,0.0
83,1000,10000,0.0736,0.0881,0.0,0.0
83,1000,15000,0.0,0.0658,1.0,0.0
83,1000,20000,0.0,0.0851,1.0,0.0
83,1000,25000,0.0,0.0521,1.0,0.0
84,1000,10000,0.0334,0.0818,0.0,0.0
84,1000,15000,0.01,0.0524,0.0,0.0
84,1000,20000,0.0,0.0785,1.0,0.0
84,1000,25000,0.0,0.0594,1.0,0.0
85,1000,10000,0.0602,0.0902,0.0,0.0
85,1000,15000,0.0067,0.0481,0.0,0.0
85,1000,20000,0.0,0.0875,1.0,0.0
85,1000,25000,0.0,0.0624,1.0,0.0
86,1000,10000,0.0669,0.0878,0.0,0.0
86,1000,15000,0.0167,0.0434,0.0,0.0
86,1000,20000,0.0,0.0788,1.0,0.0
86,1000,25000,0.0,0.0641,1.0,0.0
87,1000,10000,0.0468,0.0831,0.0,0.0
87,1000,15000,0.0134,0.0467,0.0,0.0
87,1000,20000,0.0,0.0855,1.0,0.0
87,1000,25000,0.0,0.0678,1.0,0.0
88,1000,10000,0.0769,0.0771,0.0,0.0
88,1000,15000,0.0067,0.0481,0.0,0.0
88,1000,20000,0.0,0.0785,1.0,0.0
88,1000,25000,0.0,0.0594,1.0,0.0
89,1000,10000,0.0535,0.0761,0.0,0.0
89,1000,15000,0.0033,0.0504,0.0,0.0
89,1000,20000,0.0,0.0835,1.0,0.0
89,1000,25000,0.0,0.0678,1.0,0.0
90,1000,10000,0.0669,0.0828,0.0,0.0
90,1000,15000,0.0067,0.0447,0.0,0.0
90,1000,20000,0.0,0.0831,1.0,0.0
90,1000,25000,0.0,0.0534,1.0,0.0
91,1000,10000,0.0468,0.0835,0.0,0.0
91,1000,15000,0.01,0.0434,0.0,0.0
91,1000,20000,0.0,0.0708,1.0,0.0
91,1000,25000,0.0,0.0644,1.0,0.0
92,1000,10000,0.0669,0.0778,0.0,0.0
92,1000,15000,0.0134,0.0548,0.0,0.0
92,1000,20000,0.0,0.0811,1.0,0.0
92,1000,25000,0.0,0.0558,1.0,0.0
93,1000,10000,0.0401,0.0805,0.0,0.0
93,1000,15000,0.01,0.0471,0.0,0.0
93,1000,20000,0.0,0.0841,1.0,0.0
93,1000,25000,0.0,0.0701,1.0,0.0
94,1000,10000,0.0502,0.0761,0.0,0.0
94,1000,15000,0.0134,0.0541,0.0,0.0
94,1000,20000,0.0,0.0768,1.0,0.0
94,1000,25000,0.0,0.0631,1.0,0.0
95,1000,10000,0.0468,0.0818,0.0,0.0
95,1000,15000,0.0033,0.0424,0.0,0.0
95,1000,20000,0.0,0.0771,1.0,0.0
95,1000,25000,0.0,0.0588,1.0,0.0
96,1000,10000,0.0602,0.0795,0.0,0.0
96,1000,15000,0.0134,0.0494,0.0,0.0
96,1000,20000,0.0,0.0888,1.0,0.0
96,1000,25000,0.0,0.0598,1.0,0.0
97,1000,10000,0.0535,0.0871,0.0,0.0
97,1000,15000,0.0134,0.0484,0.0,0.0
97,1000,20000,0.0,0.0801,1.0,0.0
97,1000,25000,0.0,0.0604,1.0,0.0
98,1000,10000,0.0702,0.0785,0.0,0.0
98,1000,15000,0.0067,0.0477,0.0,0.0
98,1000,20000,0.0,0.0898,1.0,0.0
98,1000,25000,0.0,0.0558,1.0,0.0
99,1000,10000,0.0535,0.0841,0.0,0.0
99,1000,15000,0.0134,0.0464,0.0,0.0
99,1000,20000,0.0,0.0761,1.0,0.0
99,1000,25000,0.0,0.0584,1.0,0.0
