run_id,samples,n_episodes,Neg Q1,Neg Q2
6,300,10,0.5567,0.0067
6,300,20,0.11,0.1067
6,300,30,0.0067,0.7433
6,300,40,0.0,0.2267
6,300,50,0.0,0.0033
6,300,60,0.0,0.0
6,300,70,0.0,0.0
6,300,80,0.0,0.0
6,300,90,0.0,0.0
6,300,100,0.0,0.0033
6,3000,10,0.5357,0.0093
6,3000,20,0.1223,0.0987
6,3000,30,0.017,0.7197
6,3000,40,0.0,0.2317
6,3000,50,0.0,0.0023
6,3000,60,0.0,0.002
6,3000,70,0.0,0.002
6,3000,80,0.0,0.001
6,3000,90,0.0,0.001
6,3000,100,0.0,0.0003
6,2000,10,0.534,0.011
6,2000,20,0.112,0.0905
6,2000,30,0.0175,0.6995
6,2000,40,0.0,0.228
6,2000,50,0.0,0.0025
6,2000,60,0.0,0.0015
6,2000,70,0.0,0.002
6,2000,80,0.0,0.0005
6,2000,90,0.0,0.0015
6,2000,100,0.0,0.0015
7,200,10,0.515,0.0
7,200,20,0.135,0.075
7,200,30,0.02,0.695
7,200,40,0.0,0.215
7,200,50,0.0,0.0
7,200,60,0.0,0.0
7,200,70,0.0,0.005
7,200,80,0.0,0.0
7,200,90,0.0,0.0
7,200,100,0.0,0.0
7,300,10,0.5533,0.0067
7,300,20,0.13,0.11
7,300,30,0.0167,0.7233
7,300,40,0.0,0.2367
7,300,50,0.0,0.0
7,300,60,0.0,0.0
7,300,70,0.0,0.0033
7,300,80,0.0,0.0
7,300,90,0.0,0.0033
7,300,100,0.0,0.0
7,3000,10,0.5293,0.011
7,3000,20,0.121,0.0947
7,3000,30,0.018,0.7167
7,3000,40,0.0,0.2407
7,3000,50,0.0,0.0023
7,3000,60,0.0,0.0003
7,3000,70,0.0,0.0037
7,3000,80,0.0,0.002
7,3000,90,0.0,0.0013
7,3000,100,0.0,0.001
7,2000,10,0.5435,0.0105
7,2000,20,0.114,0.085
7,2000,30,0.019,0.7185
7,2000,40,0.0,0.24
7,2000,50,0.0,0.002
7,2000,60,0.0,0.0015
7,2000,70,0.0,0.0015
7,2000,80,0.0,0.001
7,2000,90,0.0,0.004
7,2000,100,0.0,0.0015
8,200,10,0.49,0.0
8,200,20,0.14,0.06
8,200,30,0.01,0.76
8,200,40,0.0,0.265
8,200,50,0.0,0.005
8,200,60,0.0,0.0
8,200,70,0.0,0.0
8,200,80,0.0,0.0
8,200,90,0.0,0.0
8,200,100,0.0,0.0
8,300,10,0.52,0.02
8,300,20,0.1167,0.08
8,300,30,0.02,0.7233
8,300,40,0.0,0.2033
8,300,50,0.0,0.0033
8,300,60,0.0,0.0033
8,300,70,0.0,0.0
8,300,80,0.0,0.0
8,300,90,0.0,0.0033
8,300,100,0.0,0.0
8,3000,10,0.5287,0.009
8,3000,20,0.1273,0.0973
8,3000,30,0.0163,0.7217
8,3000,40,0.0,0.2327
8,3000,50,0.0,0.0013
8,3000,60,0.0,0.001
8,3000,70,0.0,0.001
8,3000,80,0.0,0.001
8,3000,90,0.0,0.0017
8,3000,100,0.0,0.002
8,2000,10,0.538,0.0075
8,2000,20,0.1105,0.0865
8,2000,30,0.019,0.7115
8,2000,40,0.0,0.2285
8,2000,50,0.0,0.001
8,2000,60,0.0,0.0025
8,2000,70,0.0,0.0015
8,2000,80,0.0,0.001
8,2000,90,0.0,0.0025
8,2000,100,0.0,0.002
9,200,10,0.495,0.015
9,200,20,0.125,0.105
9,200,30,0.015,0.715
9,200,40,0.0,0.29
9,200,50,0.0,0.005
9,200,60,0.0,0.005
9,200,70,0.0,0.0
9,200,80,0.0,0.01
9,200,90,0.0,0.0
9,200,100,0.0,0.005
9,300,10,0.52,0.0267
9,300,20,0.13,0.0667
9,300,30,0.0233,0.7067
9,300,40,0.0,0.2267
9,300,50,0.0,0.0
9,300,60,0.0,0.0
9,300,70,0.0,0.0
9,300,80,0.0,0.0033
9,300,90,0.0,0.0
9,300,100,0.0,0.0033
9,3000,10,0.5367,0.011
9,3000,20,0.1223,0.0943
9,3000,30,0.0153,0.714
9,3000,40,0.0,0.231
9,3000,50,0.0,0.003
9,3000,60,0.0,0.001
9,3000,70,0.0,0.0013
9,3000,80,0.0,0.002
9,3000,90,0.0,0.001
9,3000,100,0.0,0.001
9,2000,10,0.553,0.007
9,2000,20,0.1165,0.097
9,2000,30,0.02,0.723
9,2000,40,0.0,0.2285
9,2000,50,0.0,0.004
9,2000,60,0.0,0.0015
9,2000,70,0.0,0.005
9,2000,80,0.0,0.001
9,2000,90,0.0,0.003
9,2000,100,0.0,0.0005
10,200,10,0.48,0.005
10,200,20,0.125,0.105
10,200,30,0.015,0.775
10,200,40,0.0,0.285
10,200,50,0.0,0.005
10,200,60,0.0,0.0
10,200,70,0.0,0.0
10,200,80,0.0,0.005
10,200,90,0.0,0.005
10,200,100,0.0,0.0
10,300,10,0.5033,0.0133
10,300,20,0.11,0.0967
10,300,30,0.0233,0.69
10,300,40,0.0,0.2033
10,300,50,0.0,0.0033
10,300,60,0.0,0.0
10,300,70,0.0,0.01
10,300,80,0.0,0.0
10,300,90,0.0,0.0
10,300,100,0.0,0.0033
10,3000,10,0.5317,0.011
10,3000,20,0.1237,0.0987
10,3000,30,0.018,0.7147
10,3000,40,0.0,0.2343
10,3000,50,0.0,0.001
10,3000,60,0.0,0.0013
10,3000,70,0.0,0.002
10,3000,80,0.0,0.001
10,3000,90,0.0,0.002
10,3000,100,0.0,0.0013
10,2000,10,0.53,0.008
10,2000,20,0.119,0.0945
10,2000,30,0.0155,0.717
10,2000,40,0.0,0.2165
10,2000,50,0.0,0.004
10,2000,60,0.0,0.0015
10,2000,70,0.0,0.0
10,2000,80,0.0,0.0015
10,2000,90,0.0,0.002
10,2000,100,0.0,0.002
11,200,10,0.55,0.01
11,200,20,0.1,0.095
11,200,30,0.02,0.73
11,200,40,0.0,0.19
11,200,50,0.0,0.0
11,200,60,0.0,0.005
11,200,70,0.0,0.0
11,200,80,0.0,0.005
11,200,90,0.0,0.015
11,200,100,0.0,0.0
11,300,10,0.5633,0.01
11,300,20,0.1533,0.0933
11,300,30,0.0167,0.7433
11,300,40,0.0,0.2267
11,300,50,0.0,0.0
11,300,60,0.0,0.0
11,300,70,0.0,0.0033
11,300,80,0.0,0.0033
11,300,90,0.0,0.0
11,300,100,0.0,0.0033
11,3000,10,0.5293,0.0123
11,3000,20,0.1073,0.095
11,3000,30,0.0137,0.7357
11,3000,40,0.0,0.222
11,3000,50,0.0,0.0017
11,3000,60,0.0,0.0007
11,3000,70,0.0,0.0007
11,3000,80,0.0,0.0023
11,3000,90,0.0,0.0017
11,3000,100,0.0,0.0033
11,2000,10,0.52,0.0095
11,2000,20,0.126,0.0885
11,2000,30,0.013,0.7175
11,2000,40,0.0,0.2305
11,2000,50,0.0,0.001
11,2000,60,0.0,0.002
11,2000,70,0.0,0.003
11,2000,80,0.0,0.001
11,2000,90,0.0,0.001
11,2000,100,0.0,0.002
12,200,10,0.465,0.03
12,200,20,0.085,0.08
12,200,30,0.015,0.715
12,200,40,0.0,0.2
12,200,50,0.0,0.005
12,200,60,0.0,0.0
12,200,70,0.0,0.0
12,200,80,0.0,0.0
12,200,90,0.0,0.0
12,200,100,0.0,0.0
12,300,10,0.5067,0.01
12,300,20,0.15,0.09
12,300,30,0.01,0.74
12,300,40,0.0,0.2467
12,300,50,0.0,0.0
12,300,60,0.0,0.0
12,300,70,0.0,0.0
12,300,80,0.0,0.0
12,300,90,0.0,0.01
12,300,100,0.0,0.0
12,3000,10,0.54,0.01
12,3000,20,0.1183,0.087
12,3000,30,0.024,0.7033
12,3000,40,0.0,0.211
12,3000,50,0.0,0.0027
12,3000,60,0.0,0.002
12,3000,70,0.0,0.001
12,3000,80,0.0,0.0013
12,3000,90,0.0,0.001
12,3000,100,0.0,0.0007
12,2000,10,0.539,0.0115
12,2000,20,0.121,0.0955
12,2000,30,0.0215,0.7125
12,2000,40,0.0,0.217
12,2000,50,0.0,0.0015
12,2000,60,0.0,0.002
12,2000,70,0.0,0.0035
12,2000,80,0.0,0.003
12,2000,90,0.0,0.0015
12,2000,100,0.0,0.0005
13,200,10,0.54,0.02
13,200,20,0.125,0.11
13,200,30,0.005,0.735
13,200,40,0.0,0.2
13,200,50,0.0,0.0
13,200,60,0.0,0.0
13,200,70,0.0,0.0
13,200,80,0.0,0.0
13,200,90,0.0,0.015
13,200,100,0.0,0.0
13,300,10,0.5067,0.02
13,300,20,0.1267,0.08
13,300,30,0.0167,0.7
13,300,40,0.0,0.2467
13,300,50,0.0,0.0
13,300,60,0.0,0.0033
13,300,70,0.0,0.0
13,300,80,0.0,0.0033
13,300,90,0.0,0.0
13,300,100,0.0,0.0
13,3000,10,0.5417,0.0107
13,3000,20,0.1183,0.0983
13,3000,30,0.0183,0.7087
13,3000,40,0.0,0.216
13,3000,50,0.0,0.0023
13,3000,60,0.0,0.001
13,3000,70,0.0,0.0007
13,3000,80,0.0,0.001
13,3000,90,0.0,0.0027
13,3000,100,0.0,0.001
13,2000,10,0.538,0.0095
13,2000,20,0.1265,0.0855
13,2000,30,0.019,0.7095
13,2000,40,0.0,0.2185
13,2000,50,0.0,0.0015
13,2000,60,0.0,0.003
13,2000,70,0.0,0.0025
13,2000,80,0.0,0.001
13,2000,90,0.0,0.0025
13,2000,100,0.0,0.001
14,200,10,0.55,0.005
14,200,20,0.16,0.105
14,200,30,0.025,0.695
14,200,40,0.0,0.25
14,200,50,0.0,0.0
14,200,60,0.0,0.0
14,200,70,0.0,0.005
14,200,80,0.0,0.0
14,200,90,0.0,0.005
14,200,100,0.0,0.005
14,300,10,0.54,0.0167
14,300,20,0.11,0.0867
14,300,30,0.03,0.72
14,300,40,0.0,0.1633
14,300,50,0.0,0.0033
14,300,60,0.0,0.0
14,300,70,0.0,0.0033
14,300,80,0.0,0.0033
14,300,90,0.0,0.0
14,300,100,0.0,0.0
14,3000,10,0.5387,0.0123
14,3000,20,0.1117,0.0957
14,3000,30,0.02,0.7087
14,3000,40,0.0,0.2353
14,3000,50,0.0,0.0027
14,3000,60,0.0,0.001
14,3000,70,0.0,0.002
14,3000,80,0.0,0.0013
14,3000,90,0.0,0.004
14,3000,100,0.0,0.001
14,2000,10,0.519,0.0075
14,2000,20,0.1225,0.09
14,2000,30,0.021,0.71
14,2000,40,0.0,0.2295
14,2000,50,0.0,0.001
14,2000,60,0.0,0.002
14,2000,70,0.0,0.001
14,2000,80,0.0,0.0025
14,2000,90,0.0,0.0015
14,2000,100,0.0,0.002
15,200,10,0.485,0.005
15,200,20,0.115,0.085
15,200,30,0.02,0.74
15,200,40,0.0,0.25
15,200,50,0.0,0.0
15,200,60,0.0,0.0
15,200,70,0.0,0.005
15,200,80,0.0,0.0
15,200,90,0.0,0.0
15,200,100,0.0,0.0
15,300,10,0.5033,0.01
15,300,20,0.1167,0.0933
15,300,30,0.0233,0.69
15,300,40,0.0,0.2633
15,300,50,0.0,0.0
15,300,60,0.0,0.0033
15,300,70,0.0,0.0
15,300,80,0.0,0.0033
15,300,90,0.0,0.0
15,300,100,0.0,0.0
15,3000,10,0.5457,0.0113
15,3000,20,0.135,0.0953
15,3000,30,0.0153,0.714
15,3000,40,0.0,0.2303
15,3000,50,0.0,0.002
15,3000,60,0.0,0.0003
15,3000,70,0.0,0.0017
15,3000,80,0.0,0.0023
15,3000,90,0.0,0.0013
15,3000,100,0.0,0.0013
15,2000,10,0.509,0.007
15,2000,20,0.129,0.089
15,2000,30,0.02,0.6805
15,2000,40,0.0,0.2235
15,2000,50,0.0,0.002
15,2000,60,0.0,0.002
15,2000,70,0.0,0.0005
15,2000,80,0.0,0.001
15,2000,90,0.0,0.0035
15,2000,100,0.0,0.0015
16,200,10,0.575,0.01
16,200,20,0.15,0.095
16,200,30,0.02,0.77
16,200,40,0.0,0.185
16,200,50,0.0,0.0
16,200,60,0.0,0.0
16,200,70,0.0,0.0
16,200,80,0.0,0.005
16,200,90,0.0,0.005
16,200,100,0.0,0.01
16,300,10,0.53,0.0133
16,300,20,0.1167,0.0967
16,300,30,0.0233,0.7433
16,300,40,0.0,0.2467
16,300,50,0.0,0.0033
16,300,60,0.0,0.0033
16,300,70,0.0,0.0
16,300,80,0.0,0.0
16,300,90,0.0,0.0
16,300,100,0.0,0.0033
16,3000,10,0.5243,0.0123
16,3000,20,0.1247,0.0973
16,3000,30,0.0137,0.7237
16,3000,40,0.0,0.2433
16,3000,50,0.0,0.0017
16,3000,60,0.0,0.0007
16,3000,70,0.0,0.0023
16,3000,80,0.0,0.001
16,3000,90,0.0,0.0033
16,3000,100,0.0,0.0007
16,2000,10,0.5325,0.012
16,2000,20,0.1205,0.0925
16,2000,30,0.014,0.7415
16,2000,40,0.0,0.217
16,2000,50,0.0,0.001
16,2000,60,0.0,0.001
16,2000,70,0.0,0.0035
16,2000,80,0.0,0.001
16,2000,90,0.0,0.0005
16,2000,100,0.0,0.0025
17,200,10,0.535,0.015
17,200,20,0.13,0.09
17,200,30,0.015,0.715
17,200,40,0.0,0.235
17,200,50,0.0,0.0
17,200,60,0.0,0.0
17,200,70,0.0,0.005
17,200,80,0.0,0.005
17,200,90,0.0,0.005
17,200,100,0.0,0.005
17,300,10,0.5833,0.0167
17,300,20,0.12,0.11
17,300,30,0.0233,0.7067
17,300,40,0.0,0.2033
17,300,50,0.0,0.0
17,300,60,0.0,0.0067
17,300,70,0.0,0.0
17,300,80,0.0,0.0
17,300,90,0.0,0.0033
17,300,100,0.0,0.0
17,3000,10,0.526,0.014
17,3000,20,0.121,0.0883
17,3000,30,0.0183,0.719
17,3000,40,0.0,0.2207
17,3000,50,0.0,0.002
17,3000,60,0.0,0.0013
17,3000,70,0.0,0.0017
17,3000,80,0.0,0.002
17,3000,90,0.0,0.0023
17,3000,100,0.0,0.001
17,2000,10,0.527,0.009
17,2000,20,0.1165,0.0905
17,2000,30,0.0165,0.705
17,2000,40,0.0,0.2175
17,2000,50,0.0,0.0025
17,2000,60,0.0,0.0035
17,2000,70,0.0,0.002
17,2000,80,0.0,0.003
17,2000,90,0.0,0.0005
17,2000,100,0.0,0.0015
18,200,10,0.545,0.02
18,200,20,0.105,0.105
18,200,30,0.025,0.655
18,200,40,0.0,0.235
18,200,50,0.0,0.005
18,200,60,0.0,0.0
18,200,70,0.0,0.0
18,200,80,0.0,0.005
18,200,90,0.0,0.005
18,200,100,0.0,0.0
18,300,10,0.5233,0.01
18,300,20,0.1233,0.0867
18,300,30,0.02,0.7467
18,300,40,0.0,0.2133
18,300,50,0.0,0.0
18,300,60,0.0,0.0
18,300,70,0.0,0.0033
18,300,80,0.0,0.0
18,300,90,0.0,0.0
18,300,100,0.0,0.0
18,3000,10,0.537,0.01
18,3000,20,0.123,0.0943
18,3000,30,0.0153,0.7263
18,3000,40,0.0,0.2327
18,3000,50,0.0,0.0003
18,3000,60,0.0,0.0013
18,3000,70,0.0,0.003
18,3000,80,0.0,0.0013
18,3000,90,0.0,0.0033
18,3000,100,0.0,0.001
18,2000,10,0.5255,0.0065
18,2000,20,0.1235,0.084
18,2000,30,0.0195,0.7175
18,2000,40,0.0,0.216
18,2000,50,0.0,0.002
18,2000,60,0.0,0.001
18,2000,70,0.0,0.002
18,2000,80,0.0,0.0025
18,2000,90,0.0,0.0015
18,2000,100,0.0,0.0025
19,200,10,0.54,0.03
19,200,20,0.075,0.09
19,200,30,0.015,0.695
19,200,40,0.0,0.25
19,200,50,0.0,0.0
19,200,60,0.0,0.0
19,200,70,0.0,0.0
19,200,80,0.0,0.0
19,200,90,0.0,0.005
19,200,100,0.0,0.0
19,300,10,0.5433,0.01
19,300,20,0.1533,0.1033
19,300,30,0.0267,0.71
19,300,40,0.0,0.2833
19,300,50,0.0,0.0
19,300,60,0.0,0.0033
19,300,70,0.0,0.0
19,300,80,0.0,0.0
19,300,90,0.0,0.0067
19,300,100,0.0,0.0
19,3000,10,0.5403,0.009
19,3000,20,0.1263,0.09
19,3000,30,0.019,0.7163
19,3000,40,0.0,0.2187
19,3000,50,0.0,0.0013
19,3000,60,0.0,0.0017
19,3000,70,0.0,0.0013
19,3000,80,0.0,0.0013
19,3000,90,0.0,0.0007
19,3000,100,0.0,0.0007
19,2000,10,0.517,0.014
19,2000,20,0.12,0.0945
19,2000,30,0.016,0.72
19,2000,40,0.0,0.224
19,2000,50,0.0,0.0005
19,2000,60,0.0,0.001
19,2000,70,0.0,0.003
19,2000,80,0.0,0.0
19,2000,90,0.0,0.001
19,2000,100,0.0,0.002
20,200,10,0.53,0.02
20,200,20,0.095,0.105
20,200,30,0.015,0.765
20,200,40,0.0,0.225
20,200,50,0.0,0.01
20,200,60,0.0,0.0
20,200,70,0.0,0.0
20,200,80,0.0,0.0
20,200,90,0.0,0.0
20,200,100,0.0,0.0
20,300,10,0.5233,0.01
20,300,20,0.13,0.0833
20,300,30,0.01,0.79
20,300,40,0.0,0.2033
20,300,50,0.0,0.0
20,300,60,0.0,0.0
20,300,70,0.0,0.0
20,300,80,0.0,0.0033
20,300,90,0.0,0.0
20,300,100,0.0,0.0
20,3000,10,0.5243,0.0127
20,3000,20,0.1317,0.0893
20,3000,30,0.0197,0.7223
20,3000,40,0.0,0.2213
20,3000,50,0.0,0.003
20,3000,60,0.0,0.003
20,3000,70,0.0,0.0023
20,3000,80,0.0,0.0013
20,3000,90,0.0,0.0007
20,3000,100,0.0,0.001
20,2000,10,0.536,0.0145
20,2000,20,0.123,0.094
20,2000,30,0.013,0.7205
20,2000,40,0.0,0.244
20,2000,50,0.0,0.0015
20,2000,60,0.0,0.002
20,2000,70,0.0,0.003
20,2000,80,0.0,0.0025
20,2000,90,0.0,0.0025
20,2000,100,0.0,0.0015
21,200,10,0.535,0.015
21,200,20,0.11,0.1
21,200,30,0.025,0.725
21,200,40,0.0,0.23
21,200,50,0.0,0.005
21,200,60,0.0,0.0
21,200,70,0.0,0.005
21,200,80,0.0,0.005
21,200,90,0.0,0.0
21,200,100,0.0,0.005
21,300,10,0.47,0.01
21,300,20,0.13,0.1067
21,300,30,0.0133,0.7367
21,300,40,0.0,0.2
21,300,50,0.0,0.0
21,300,60,0.0,0.0
21,300,70,0.0,0.0
21,300,80,0.0,0.0
21,300,90,0.0,0.0033
21,300,100,0.0,0.0067
21,3000,10,0.532,0.0133
21,3000,20,0.118,0.0973
21,3000,30,0.0153,0.7193
21,3000,40,0.0,0.2163
21,3000,50,0.0,0.0017
21,3000,60,0.0,0.0023
21,3000,70,0.0,0.0013
21,3000,80,0.0,0.0017
21,3000,90,0.0,0.0007
21,3000,100,0.0,0.0013
21,2000,10,0.5455,0.008
21,2000,20,0.1225,0.089
21,2000,30,0.0135,0.727
21,2000,40,0.0,0.2225
21,2000,50,0.0,0.004
21,2000,60,0.0,0.0025
21,2000,70,0.0,0.001
21,2000,80,0.0,0.0015
21,2000,90,0.0,0.0025
21,2000,100,0.0,0.001
22,200,10,0.5,0.005
22,200,20,0.13,0.075
22,200,30,0.015,0.655
22,200,40,0.0,0.18
22,200,50,0.0,0.005
22,200,60,0.0,0.0
22,200,70,0.0,0.01
22,200,80,0.0,0.0
22,200,90,0.0,0.0
22,200,100,0.0,0.005
22,300,10,0.5433,0.01
22,300,20,0.0967,0.0933
22,300,30,0.02,0.72
22,300,40,0.0,0.27
22,300,50,0.0,0.0033
22,300,60,0.0,0.0033
22,300,70,0.0,0.0067
22,300,80,0.0,0.0
22,300,90,0.0,0.0
22,300,100,0.0,0.0067
22,3000,10,0.5303,0.0137
22,3000,20,0.1277,0.0943
22,3000,30,0.0143,0.7183
22,3000,40,0.0,0.2233
22,3000,50,0.0,0.0033
22,3000,60,0.0,0.0037
22,3000,70,0.0,0.0013
22,3000,80,0.0,0.001
22,3000,90,0.0,0.001
22,3000,100,0.0,0.001
22,2000,10,0.5285,0.0065
22,2000,20,0.12,0.087
22,2000,30,0.019,0.725
22,2000,40,0.0,0.214
22,2000,50,0.0,0.0005
22,2000,60,0.0,0.002
22,2000,70,0.0,0.001
22,2000,80,0.0,0.0015
22,2000,90,0.0,0.0005
22,2000,100,0.0,0.001
23,200,10,0.54,0.01
23,200,20,0.15,0.105
23,200,30,0.025,0.75
23,200,40,0.0,0.29
23,200,50,0.0,0.005
