run_id,samples,n_episodes,Neg Q1,Neg Q2,ProbTest Q1 (holds),ProbTest Q2 (holds)
11,2000,40,0.0,0.2384,1.0,0.0
11,2000,50,0.0,0.0017,1.0,0.0
11,2000,60,0.0,0.002,1.0,0.0
11,2000,70,0.0,0.0003,1.0,0.0
11,2000,80,0.0,0.0033,1.0,0.0
11,2000,90,0.0,0.0,1.0,1.0
11,2000,100,0.0,0.0013,1.0,0.0
12,200,10,0.5485,0.013,0.0,0.0
12,200,20,0.1137,0.0985,0.0,0.0
12,200,30,0.0167,0.7062,0.0,0.0
12,200,40,0.0,0.2264,1.0,0.0
12,200,50,0.0,0.0007,1.0,0.0
12,200,60,0.0,0.002,1.0,0.0
12,200,70,0.0,0.0013,1.0,0.0
12,200,80,0.0,0.0017,1.0,0.0
12,200,90,0.0,0.0013,1.0,0.0
12,200,100,0.0,0.0017,1.0,0.0
12,300,10,0.5452,0.01,0.0,0.0
12,300,20,0.1271,0.0978,0.0,0.0
12,300,30,0.0201,0.7122,0.0,0.0
12,300,40,0.0,0.2174,1.0,0.0
12,300,50,0.0,0.0013,1.0,0.0
12,300,60,0.0,0.002,1.0,0.0
12,300,70,0.0,0.0013,1.0,0.0
12,300,80,0.0,0.001,1.0,0.0
12,300,90,0.0,0.0013,1.0,0.0
12,300,100,0.0,0.0023,1.0,0.0
12,3000,10,0.5117,0.0107,0.0,0.0
12,3000,20,0.1137,0.0865,0.0,0.0
12,3000,30,0.0167,0.7135,0.0,0.0
12,3000,40,0.0,0.22,1.0,0.0
12,3000,50,0.0,0.001,1.0,0.0
12,3000,60,0.0,0.0007,1.0,0.0
12,3000,70,0.0,0.0017,1.0,0.0
12,3000,80,0.0,0.0027,1.0,0.0
12,3000,90,0.0,0.001,1.0,0.0
12,3000,100,0.0,0.003,1.0,0.0
12,2000,10,0.5418,0.0093,0.0,0.0
12,2000,20,0.107,0.1048,0.0,0.0
12,2000,30,0.0134,0.7078,0.0,0.0
12,2000,40,0.0,0.2214,1.0,0.0
12,2000,50,0.0,0.002,1.0,0.0
12,2000,60,0.0,0.002,1.0,0.0
12,2000,70,0.0,0.0013,1.0,0.0
12,2000,80,0.0,0.0007,1.0,0.0
12,2000,90,0.0,0.0017,1.0,0.0
12,2000,100,0.0,0.0013,1.0,0.0
13,200,10,0.5151,0.0087,0.0,0.0
13,200,20,0.1237,0.0875,0.0,0.0
13,200,30,0.0201,0.7135,0.0,0.0
13,200,40,0.0,0.2207,1.0,0.0
13,200,50,0.0,0.0023,1.0,0.0
13,200,60,0.0,0.001,1.0,0.0
13,200,70,0.0,0.0027,1.0,0.0
13,200,80,0.0,0.001,1.0,0.0
13,200,90,0.0,0.001,1.0,0.0
13,200,100,0.0,0.0027,1.0,0.0
13,300,10,0.5452,0.0087,0.0,0.0
13,300,20,0.1204,0.0881,0.0,0.0
13,300,30,0.0134,0.7172,0.0,0.0
13,300,40,0.0,0.221,1.0,0.0
13,300,50,0.0,0.002,1.0,0.0
13,300,60,0.0,0.0023,1.0,0.0
13,300,70,0.0,0.0013,1.0,0.0
13,300,80,0.0,0.002,1.0,0.0
13,300,90,0.0,0.0023,1.0,0.0
13,300,100,0.0,0.0017,1.0,0.0
13,3000,10,0.5084,0.009,0.0,0.0
13,3000,20,0.1505,0.0875,0.0,0.0
13,3000,30,0.0234,0.7179,0.0,0.0
13,3000,40,0.0,0.2321,1.0,0.0
13,3000,50,0.0,0.0013,1.0,0.0
13,3000,60,0.0,0.0007,1.0,0.0
13,3000,70,0.0,0.003,1.0,0.0
13,3000,80,0.0,0.0033,1.0,0.0
13,3000,90,0.0,0.002,1.0,0.0
13,3000,100,0.0,0.001,1.0,0.0
13,2000,10,0.592,0.0137,0.0,0.0
13,2000,20,0.1204,0.0865,0.0,0.0
13,2000,30,0.0201,0.7078,0.0,0.0
13,2000,40,0.0,0.2277,1.0,0.0
13,2000,50,0.0,0.0017,1.0,0.0
13,2000,60,0.0,0.0013,1.0,0.0
13,2000,70,0.0,0.0013,1.0,0.0
13,2000,80,0.0,0.0013,1.0,0.0
13,2000,90,0.0,0.0017,1.0,0.0
13,2000,100,0.0,0.0027,1.0,0.0
14,200,10,0.5452,0.0127,0.0,0.0
14,200,20,0.1271,0.1012,0.0,0.0
14,200,30,0.0268,0.7169,0.0,0.0
14,200,40,0.0,0.2244,1.0,0.0
14,200,50,0.0,0.003,1.0,0.0
14,200,60,0.0,0.0017,1.0,0.0
14,200,70,0.0,0.001,1.0,0.0
14,200,80,0.0,0.002,1.0,0.0
14,200,90,0.0,0.0007,1.0,0.0
14,200,100,0.0,0.0017,1.0,0.0
14,300,10,0.4849,0.009,0.0,0.0
14,300,20,0.1304,0.0968,0.0,0.0
14,300,30,0.0134,0.7289,0.0,0.0
14,300,40,0.0,0.221,1.0,0.0
14,300,50,0.0,0.0017,1.0,0.0
14,300,60,0.0,0.001,1.0,0.0
14,300,70,0.0,0.002,1.0,0.0
14,300,80,0.0,0.0027,1.0,0.0
14,300,90,0.0,0.0003,1.0,0.0
14,300,100,0.0,0.0037,1.0,0.0
14,3000,10,0.5418,0.014,0.0,0.0
14,3000,20,0.1237,0.0945,0.0,0.0
14,3000,30,0.0234,0.7152,0.0,0.0
14,3000,40,0.0,0.2207,1.0,0.0
14,3000,50,0.0,0.0023,1.0,0.0
14,3000,60,0.0,0.0017,1.0,0.0
14,3000,70,0.0,0.0007,1.0,0.0
14,3000,80,0.0,0.0017,1.0,0.0
